Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
CenMac MetalWorks,https://www.crunchbase.com/organization/cenmac-metalworks,51-100,Active,https://cenmacmetalworks.com,info@cenmacmetalworks.com,+1 740 387 1289,,,,,,,,,"Design, Hardware, Manufacturing, Sales and Marketing","Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Sales",,,,,267490,USD,267490,,,"Marion, Ohio, United States",$10M to $50M,1960-01-01,year,,https://www.linkedin.com/company/cenmac-metalworks/
MEC2,https://www.crunchbase.com/organization/mec2-c0e0,101-250,Active,https://www.m-corp.us,service@m-corp.us,+1 443 200 1000,,,,,,,,,"Design, Hardware, Real Estate, Science and Engineering","Construction, Mechanical Design, Mechanical Engineering",,,,,2445240,USD,2445240,,,"Catonsville, Maryland, United States",,2003-01-01,year,,https://www.linkedin.com/company/mec2-mechanical-engineering-&-construction-corp/
Signals & Systems (India) Pvt Ltd,https://www.crunchbase.com/organization/signals-systems,101-250,Active,https://sandsindia.com,sales@sandsindia.com,+91 80560 20558,,,,,,,,,"Consumer Electronics, Design, Hardware, Information Technology, Internet Services, Manufacturing, Other, Science and Engineering","Electronics, Industrial Engineering, Industrial Manufacturing, Internet of Things, IT Management, Manufacturing, Mechanical Design, Technical Support",,,,,,,,,,"Chennai, Tamil Nadu, India",$10M to $50M,1995-01-01,year,,https://www.linkedin.com/company/signals-&-systems-india-pvt-ltd
Knipex,https://www.crunchbase.com/organization/knipex,1001-5000,Active,https://www.knipex.de/,marketingindia@knipex.com,+49 020247940,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",69,48,,Hand tools and implements,179607,USD,179607,,,"Wuppertal, Nordrhein-Westfalen, Germany",$100M to $500M,1882-01-01,year,,https://www.linkedin.com/company/knipex-official/
Clampco Products,https://www.crunchbase.com/organization/clampco-products,251-500,Active,http://www.clampco.com/,,330-336-8857,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Manufacturing, Mechanical Design, Railroad, Transportation",,,,,1468918,USD,1468918,,,"Wadsworth, Ohio, United States",$10M to $50M,1971-01-01,day,,https://www.linkedin.com/company/clampco-products-inc-/
Chris-Marine,https://www.crunchbase.com/organization/chris-marine-80d0,101-250,Active,https://chris-marine.com,info@chris-marine.com,+46  40 671 2600,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Marine Technology, Mechanical Design",,,,,,,,,,"Malmö, Skane Lan, Sweden",$10M to $50M,1962-01-01,year,,https://www.linkedin.com/company/chris-marine-ab/
C&C Lift Truck,https://www.crunchbase.com/organization/c-c-lift-truck,101-250,Active,https://cnclifttruck.com,marketing@cnclifttruck.com,+1-(866) 942-8991,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,278078,USD,278078,,,"Edison, New Jersey, United States",$10M to $50M,1977-01-01,year,,https://www.linkedin.com/company/c&c-lift-truck-inc
Pax Machine Works,https://www.crunchbase.com/organization/pax-2473,251-500,Active,https://paxmachine.com/,info@paxmachine.com,+1 419-586-2337,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,577829,USD,577829,,,"Celina, Ohio, United States",,1948-01-01,year,,https://www.linkedin.com/company/pax-machine-works-inc./
Vallourec Bearing Tubes,https://www.crunchbase.com/organization/vallourec-bearing-tubes,101-250,Active,https://solutions.vallourec.com/en/Industry/Bearing-tubes,,33-380-895-400,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",0,2,,Common metals and their alloys; ores,,,,,,"Montbard, Bourgogne, France",,1965-01-01,year,,https://www.linkedin.com/company/vallourec
Mont Blanc,https://www.crunchbase.com/organization/mont-blanc-2d8b,101-250,Active,https://www.montblancgroup.com/sv,info@montblancgroup.com,+46 033 22 27 00,,,,,,,,,"Consumer Goods, Design, Hardware, Sports, Transportation","Consumer Goods, Mechanical Design, Outdoors, Transportation",,,,,6708,USD,6708,,,"Dalsjöfors, Vastra Gotaland, Sweden",$10M to $50M,1947-01-01,year,,https://www.linkedin.com/company/mont-blanc-group/
Laser Mechanisms,https://www.crunchbase.com/organization/laser-mechanisms,51-100,Active,http://www.lasermechanisms.com,,(248) 474-9480,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",10,15,Machine Tools,Scientific and electric apparatus and instruments,497753,USD,497753,,,"Novi, Michigan, United States",,1980-01-01,day,,
Gunnebo Industries,https://www.crunchbase.com/organization/gunnebo-industries,251-500,Active,http://www.gunneboindustries.com/,export@gunneboindustries.com,+46 (0)21 838 200,,,,,,,,,"Design, Hardware, Manufacturing","Machinery Manufacturing, Manufacturing, Mechanical Design, Product Design",,,,,1554710,USD,1554710,,,"Västerås, Vastmanlands Lan, Sweden",$10M to $50M,1764-01-01,year,,https://www.linkedin.com/company/gunnebo-johnson-corporation/
Miller Metal Fabrication,https://www.crunchbase.com/organization/miller-metal-fabrication,51-100,Active,https://millermetal.com,websales@millermetal.com,+1 302 337 2291,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","CAD, Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,520168,USD,520168,,,"Bridgeville, Delaware, United States",$10M to $50M,1982-01-01,year,,https://www.linkedin.com/company/miller-metal-works/
Keiper,https://www.crunchbase.com/organization/keiper,1001-5000,Active,http://www.keiper.com,,+86-21-20628888,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Automotive, Manufacturing, Mechanical Design, Mechanical Engineering",43,21,Vehicles In General,Vehicles,596376,USD,596376,,,"Shanghai, Shanghai, China",,2013-01-01,year,,https://www.linkedin.com/company/keiperseatingmechanism/
Productive Resources,https://www.crunchbase.com/organization/productive-resources,101-250,Active,https://pr-engservices.com,info@productiveresource.com,+1 217 753 1445,,,,,,,,,"Administrative Services, Design, Hardware, Information Technology, Other, Science and Engineering, Software","Embedded Systems, Mechanical Design, Product Design, Project Management, Service Industry, Technical Support",1,0,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,,1953175,USD,1953175,,,"Springfield, Illinois, United States",$10M to $50M,2001-01-01,year,,https://www.linkedin.com/company/prhires/
Idaka,https://www.crunchbase.com/organization/idaka,251-500,Active,https://www.idaka.co.jp/,,,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Product Design, Wholesale",,,,,,,,,,"Nagoya, Aichi, Japan",,1924-02-11,day,,https://www.linkedin.com/company/idaka-america-inc
Thermal Management Solutions,https://www.crunchbase.com/organization/thermal-management-solutions,251-500,Active,https://www.thermansol.com,contact-uk@thermansol.com,,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Manufacturing, Mechanical Design, Supply Chain Management",,,,,55440,USD,55440,,,"Reading, Reading, United Kingdom",,,,,https://www.linkedin.com/company/thermansol/
Thermal Energy International,https://www.crunchbase.com/organization/thermal-energy-international,101-250,Active,http://www.thermalenergy.com/,Info@thermalenergy.com,(613)723-6776,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Science and Engineering, Sustainability","CleanTech, Energy, Industrial, Industrial Engineering, Mechanical Design",2,2,Inorganic Chemistry,Environmental control apparatus,909923,USD,909923,,,"Ottawa, Ontario, Canada",,1995-01-01,year,,https://www.linkedin.com/company/thermal-energy-international
Chipmatic,https://www.crunchbase.com/organization/chipmatic,51-100,Active,https://www.chipmatic.com,info@chipmatic.com,+1 419 862 2737,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Elmore, Ohio, United States",,1984-01-01,year,,https://www.linkedin.com/company/the-chipmatic-company/
Southern Fabricators,https://www.crunchbase.com/organization/southern-fabricators,101-250,Active,https://southernfabricators.net,rcarpenter2@southernfabricators.net,+1 7042727615,,,,,,,,,"Design, Hardware, Manufacturing, Sales and Marketing, Science and Engineering","Industrial, Industrial Automation, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Sales",,,,,234393,USD,234393,,,"Polkton, North Carolina, United States",$10M to $50M,1968-01-01,year,,https://www.linkedin.com/company/southern-fabricators-inc./
PROD Design & Analysis,https://www.crunchbase.com/organization/prod-design-analysis,51-100,Active,https://www.prod-design.com/,sales@prod-design.com,+1-915-532-3925,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Science and Engineering, Software","Electronics, Laser, Manufacturing, Mechanical Design, Software Engineering",,,,,1534054,USD,1534054,,,"El Paso, Texas, United States",$1M to $10M,2004-01-01,year,,https://www.linkedin.com/company/prod-design-analysis-inc/
OAV Air Bearings,https://www.crunchbase.com/organization/oav-air-bearings,51-100,Active,https://www.oavco.com,support@oavco.com,1(609) 454-5340,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design, Wholesale",,,,,89387,USD,89387,,,"Princeton, New Jersey, United States",$1M to $10M,2011-01-01,year,,https://www.linkedin.com/company/oav-air-bearings
"Newton Design, LLC",https://www.crunchbase.com/organization/newton-design-llc,51-100,Active,https://www.newton-design.com,info@newton-design.com,918266 6205,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Aerospace, Manufacturing, Mechanical Design",1,1,Building,Common metals and their alloys; ores,1148496,USD,1148496,,,"Catoosa, Oklahoma, United States",$10M to $50M,1988-01-01,year,,https://www.linkedin.com/company/newton-design-llc
Perfect Fit Manufacturing,https://www.crunchbase.com/organization/perfect-fit-manufacturing,101-250,Active,https://www.perfectfit-ind.com/,info@perfectfit-ind.com,,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,222005,USD,222005,,,"Calgary, Alberta, Canada",$1M to $10M,1982-01-01,year,,https://www.linkedin.com/company/perfectfit-ind/
FinishWorks,https://www.crunchbase.com/organization/finishworks,501-1000,Active,https://www.finishworks.com,,(217) 543 - 3200,,,,,,,,,"Consumer Goods, Design, Hardware, Manufacturing","Furniture, Manufacturing, Mechanical Design, Wood Processing",,,,,423242,USD,423242,,,"Arthur, Illinois, United States",$1M to $10M,,,,https://www.linkedin.com/company/finishworksproducts
OSE Group,https://www.crunchbase.com/organization/ose-group,501-1000,Active,https://www.ose-group.com/,,+33-241-608-400,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Industrial Automation, Industrial Manufacturing, Mechanical Design, Robotics",,,,,692629,USD,692629,,,"Les Ponts-de-cé, Pays de la Loire, France",$50M to $100M,1986-01-01,year,,https://www.linkedin.com/company/osegroup
Webb-Stiles,https://www.crunchbase.com/organization/webb-stiles,51-100,Active,http://www.webb-stiles.com,webb-stiles@webb-stiles.com,+1 330-225-7761,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Automation, Manufacturing, Mechanical Design",,,,,445492,USD,445492,,,"Valley City, Ohio, United States",$10M to $50M,1956-01-01,year,,https://www.linkedin.com/company/webbstilesco/
Long-Stanton Manufacturing Company,https://www.crunchbase.com/organization/long-stanton-manufacturing-company,51-100,Active,https://www.longstanton.com/,sales@longstanton.com,+1-513-874-8020,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,165761,USD,165761,,,"West Chester, Ohio, United States",$1M to $10M,1835-01-01,year,,https://www.linkedin.com/company/the-long-stanton-group/
Electronic Precepts,https://www.crunchbase.com/organization/electronic-precepts,51-100,Active,https://electronicprecepts.com,,+1-727-391-7131,,,,,,,,,"Apps, Consumer Electronics, Design, Hardware, Manufacturing, Science and Engineering, Software","Apps, Electronics, Industrial Design, Industrial Engineering, Manufacturing, Mechanical Design",,,,,27103,USD,27103,,,"Largo, Florida, United States",$1M to $10M,1980-01-01,year,,https://www.linkedin.com/company/electronic-precepts-florida/
SUS,https://www.crunchbase.com/organization/sus-42f7,501-1000,Active,https://www.sus.co.jp/,,+81 54-202-2000,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Shizuoka, Shizuoka, Japan",,1992-06-19,day,,
Fidelity Mechanical Services,https://www.crunchbase.com/organization/fidelity-mechanical-services,251-500,Active,https://fidelitymechanicalservices.com,,(800) 787-6000,,,,,,,,,"Design, Hardware, Manufacturing, Other, Real Estate","Commercial, Heating, Ventilation, and Air Conditioning (HVAC), Machinery Manufacturing, Mechanical Design",,,,,107912,USD,107912,,,"Sparks Glencoe, Maryland, United States",,,,,https://www.linkedin.com/company/fidelity-mechanical-services
Protec Arisawa,https://www.crunchbase.com/organization/protec-arisawa,251-500,Active,https://www.protec-arisawa.com/,bob@adzima.net,+1 760-599-4800,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",2,3,Physical Or Chemical Processes Or Apparatus In General,Environmental control apparatus,,,,,,"Vista, California, United States",$1M to $10M,1971-01-01,year,,https://www.linkedin.com/company/protec-arisawa/
Vanoil Completion Systems,https://www.crunchbase.com/organization/vanoil-completion-systems,101-250,Active,https://www.vanoilcs.com,kevinmayo@vanoilcs.com,337-839-0984,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,114358,USD,114358,,,"Broussard, Louisiana, United States",$1M to $10M,2000-01-01,year,,https://www.linkedin.com/company/vanoil-completion-systems
Lagrange Products,https://www.crunchbase.com/organization/lagrange-products,51-100,Active,https://www.lagrangeproducts.com,sales@lagrangeproducts.com,+1-800-369-6978,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,412919,USD,412919,,,"Fremont, Indiana, United States",$10M to $50M,1962-01-01,year,,https://www.linkedin.com/company/lagrangeproducts
Ilmor,https://www.crunchbase.com/organization/ilmor,101-250,Active,https://www.ilmor.com/home,info@ilmor.com,+1 844-464-5667,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design, Mechanical Engineering",0,3,,Machines and machine tools,1024523,USD,1024523,,,"Plymouth, Michigan, United States",$10M to $50M,1990-01-01,year,,https://www.linkedin.com/company/ilmorengines/
FEC Heliports,https://www.crunchbase.com/organization/fec-heliports,251-500,Active,https://fecheliports.com,contact@fecheliports.com,+1 513 577 5150,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services","Consulting, Manufacturing, Mechanical Design",,,,,398815,USD,398815,,,"Cincinnati, Ohio, United States",$50M to $100M,1982-01-01,year,,https://www.linkedin.com/company/fec-heliports/
Leach International Europe,https://www.crunchbase.com/organization/leach-international-europe,101-250,Active,http://www.leachint.com/,info@portalogiks.com,+33 38 797 9897,,,,,,,,,"Consumer Electronics, Design, Hardware, Science and Engineering","Aerospace, Consumer Electronics, Electronics, Mechanical Design, Mechanical Engineering",1,0,Basic Electric Elements,,537600,USD,537600,,,"Sarralbe, Lorraine, France",$10M to $50M,,,,https://www.linkedin.com/company/leach-international-europe/
